"Kingdom","Phylum_division","Subphylum","Superclass","Class","Order","Family","Genus","Latin"
"animalia","annelida",NA,NA,"polychaeta","terebellida","ampharetidae","hypania","unknown (hypania genus)"
"animalia","arthropoda",NA,NA,"malacostraca","decapoda","atyidae","atyaephyra","unknown (atyaephyra genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","dupophilus","dupophilus brevis"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","mesoveliidae","mesovelia","unknown (mesovelia genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","ceratopogonidae","atrichopogon","unknown (atrichopogon genus)"
"animalia","rotifera","unknown (rotifera phylum)","unknown (rotifera phylum)","unknown (rotifera phylum)","unknown (rotifera phylum)","unknown (rotifera phylum)","unknown (rotifera phylum)","unknown (rotifera phylum)"
"animalia","arthropoda",NA,NA,"insecta","odonata","corduliidae","oxygastra","unknown (oxygastra genus)"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","micronectidae","unknown (micronectidae family)","unknown (micronectidae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","ameletidae","unknown (ameletidae family)","unknown (ameletidae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","alainites","unknown (alainites genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","uenoidae","thremma","unknown (thremma genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","lepidostomatidae","crunoecia","unknown (crunoecia genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","goeridae","lithax","unknown (lithax genus)"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","achilidae","gordiacea","unknown (gordiacea genus)"
"animalia","arthropoda",NA,NA,"insecta","odonata","libellulidae","leucorrhinia","unknown (leucorrhinia genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus germanus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dryopidae","pomatinus","pomatinus substriatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","limoniidae","pseudolimnophila","unknown (pseudolimnophila genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","glossosomatidae","synagapetus","unknown (synagapetus genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","calamoceratidae","calamoceras","unknown (calamoceras genus)"
"animalia","ectoprocta","Missing Subphylum 12","Missing Superclass 22","phylactolaemata","plumatellida","fredericellidae","fredericella","unknown (fredericella genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","berosus","unknown (berosus genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","brachycentridae","brachycentrus","brachycentrus maculatum"
"animalia","arthropoda",NA,NA,"insecta","odonata","corduliidae","epitheca","epitheca bimaculata"
"animalia","arthropoda",NA,NA,"insecta","odonata","corduliidae","oxygastra","oxygastra curtisii"
"animalia","arthropoda",NA,NA,"insecta","diptera","chaoboridae","chaoborus","unknown (chaoborus genus)"
"animalia","mollusca",NA,NA,"bivalvia","unionoida","margaritiferidae","margaritifera","unknown (margaritifera genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","psychomyiidae","metalype","unknown (metalype genus)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","leuctridae","pachyleuctra","unknown (pachyleuctra genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","neoephemeridae","neoephemera","unknown (neoephemera genus)"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","glossiphoniidae","alboglossiphonia","unknown (alboglossiphonia genus)"
"animalia","mollusca",NA,NA,"gastropoda","unknown ( family)","unknown (unknown ( family) order)","unknown (unknown ( family) order)","unknown (unknown ( family) order)"
"animalia","kamptozoa","unknown (kamptozoa phylum)","unknown (kamptozoa phylum)","entoprocta","solitaria","barentsiidae","urnatella","unknown (urnatella genus)"
"animalia","arthropoda",NA,NA,"malacostraca","mysida","mysidae","limnomysis","unknown (limnomysis genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","allotrichia","unknown (allotrichia genus)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","besdolus","unknown (besdolus genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","beraeidae","beraeamyia","unknown (beraeamyia genus)"
"animalia","mollusca",NA,NA,"gastropoda","littorinimorpha","atlantidae","unknown (atlantidae family)","unknown (atlantidae family)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","acentrella","unknown (acentrella genus)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","chloroperlidae","isoptena","unknown (isoptena genus)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","taeniopterygidae","rhabdiopteryx","unknown (rhabdiopteryx genus)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","dictyogenus","unknown (dictyogenus genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","psychomyiidae","paduniella","paduniella vandeli"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","psychomyiidae","paduniella","unknown (paduniella genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","ephemerellidae","teloganopsis","teloganopsis mesoleuca"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","goeridae","silonella","unknown (silonella genus)"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","niphargidae","unknown (niphargidae family)","unknown (niphargidae family)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","helicopsychidae","helicopsyche","unknown (helicopsyche genus)"
"animalia","arthropoda",NA,NA,"insecta","neuroptera","nevrorthidae","nevrorthus","unknown (nevrorthus genus)"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","nepidae","nepa","nepa rubra"
"animalia","annelida",NA,NA,"clitellata","arhynchobdellida","erpobdellidae","trocheta","unknown (trocheta genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","brachycentridae","micrasema","micrasema moestum"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","calamoceratidae","calamoceras","calamoceras marsupus"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","corixa","corixa affinis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","hydrophilus","unknown (hydrophilus genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","glossosomatidae","glossosoma","glossosoma privatum"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","mesoveliidae","mesovelia","mesovelia vittigera"
"animalia","arthropoda",NA,NA,"insecta","diptera","limoniidae","scleroprocta","unknown (scleroprocta genus)"
"animalia","arthropoda",NA,NA,"malacostraca","isopoda","asellidae","proasellus","unknown (proasellus genus)"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","naucoridae","naucoris","naucoris maculatus"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","planorbarius","unknown (planorbarius genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hyphydrus","unknown (hyphydrus genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","brachycentridae","micrasema","micrasema cenerentola"
"animalia","mollusca",NA,NA,"gastropoda","littorinimorpha","moitessieriidae","bythiospeum","unknown (bythiospeum genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","brachycentridae","micrasema","micrasema servatum"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlidae","marthamea","unknown (marthamea genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","polycentropodidae","plectrocnemia","plectrocnemia laetabilis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","rhyacophilidae","rhyacophila","rhyacophila melpomene"
"animalia","arthropoda",NA,NA,"insecta","diptera","rhagionidae","chrysopilus","unknown (chrysopilus genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","cylindrotomidae","unknown (cylindrotomidae family)","unknown (cylindrotomidae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hygrobiidae","hygrobia","unknown (hygrobia genus)"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","naucoridae","ilyocoris","unknown (ilyocoris genus)"
"animalia","arthropoda",NA,NA,"insecta","odonata","coenagrionidae","nehalennia","nehalennia speciosa"
"animalia","nemertea","unknown (nemertea phylum)","unknown (nemertea phylum)","unknown (nemertea phylum)","unknown (nemertea phylum)","unknown (nemertea phylum)","unknown (nemertea phylum)","unknown (nemertea phylum)"
"animalia","mollusca",NA,NA,"gastropoda","neotaenioglossa","calyptraeidae","unknown (calyptraeidae family)","unknown (calyptraeidae family)"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","physidae","aplexa","unknown (aplexa genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","phryganeidae","oligostomis","unknown (oligostomis genus)"
"animalia","cnidaria","Missing Subphylum 9","Missing Superclass 15","hydrozoa","anthoathecata","cordylophoridae","cordylophora","unknown (cordylophora genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","stratiomyidae","oxycera","unknown (oxycera genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","branchiurus","unknown (branchiurus genus)"
"animalia","mollusca",NA,NA,"gastropoda","littorinimorpha","lithoglyphidae","lithoglyphus","lithoglyphus naticoides"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","melampophylax","unknown (melampophylax genus)"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","chloroperlidae","xanthoperla","unknown (xanthoperla genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydroscaphidae","hydroscapha","unknown (hydroscapha genus)"
"animalia","arthropoda",NA,NA,"insecta","neuroptera","neurorthidae","neurorthus","unknown (neurorthus genus)"
"animalia","mollusca",NA,NA,"bivalvia","unionoida","unionidae","potomida","unknown (potomida genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","sericostomatidae","schizopelex","unknown (schizopelex genus)"
"animalia","annelida",NA,NA,"clitellata","arhynchobdellida","hirudinidae","hirudo","unknown (hirudo genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","molannidae","molannodes","unknown (molannodes genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","gyrinidae","aulonogyrus","unknown (aulonogyrus genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","rhithrogena","rhithrogena picteti"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","perlodidae","arcynopteryx","unknown (arcynopteryx genus)"
"animalia","mollusca",NA,NA,"gastropoda","neotaenioglossa","hydrobiidae","hydrobia","unknown (hydrobia genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","paratendipes","unknown (paratendipes genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","synorthocladius","unknown (synorthocladius genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","nilotanypus","nilotanypus dubius"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","heleniella","unknown (heleniella genus)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","enchytraeidae","mesenchytraeus","unknown (mesenchytraeus genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","rheosmittia","rheosmittia spinicornis"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","thienemanniella","thienemanniella flaviforceps"
"animalia","annelida",NA,NA,"clitellata","lumbriculida","lumbriculidae","rhynchelmis","unknown (rhynchelmis genus)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","enchytraeidae","marionina","unknown (marionina genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","melampophylax","melampophylax melampus"
"animalia","arthropoda",NA,NA,"insecta","diptera","psychodidae","berdeniella","unknown (berdeniella genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","metriocnemus","unknown (metriocnemus genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","helophoridae","helophorus","helophorus aequalis"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","cardiocladius","unknown (cardiocladius genus)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","tubificidae","rhyacodrilus","unknown (rhyacodrilus genus)"
"animalia","arthropoda",NA,NA,"arachnida","araneae","dictynidae","argyroneta","argyroneta aquatica"
"animalia","annelida",NA,NA,"clitellata","lumbriculida","lumbriculidae","lumbriculus","unknown (lumbriculus genus)"
"animalia","arthropoda",NA,NA,"insecta","odonata","libellulidae","libellula","libellula depressa"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","psammoryctides","unknown (psammoryctides genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","neozavrelia","unknown (neozavrelia genus)"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","pontogammaridae","obesogammarus","obesogammarus obesus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","stictochironomus","stictochironomus rosenschoeldi"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","zalutschia","zalutschia zalutschicola"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","harnischia","harnischia curtilamellata"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","microchironomus","microchironomus tener"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","pagastiella","pagastiella orophila"
"animalia","arthropoda",NA,NA,"insecta","diptera","chaoboridae","chaoborus","chaoborus flavicans"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","sergentia","unknown (sergentia genus)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","uncinais","uncinais uncinata"
"animalia","mollusca",NA,NA,"gastropoda","unknown (gastropoda class)","unknown (gastropoda class)","unknown (gastropoda class)","unknown (gastropoda class)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","athripsodes","athripsodes commutatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","pseudochironomus","pseudochironomus prasinatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","psectrocladius","unknown (psectrocladius genus)"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","glaenocorisa","glaenocorisa propinqua"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","ablabesmyia","ablabesmyia phatta"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","parakiefferiella","unknown (parakiefferiella genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","heterotanytarsus","heterotanytarsus apicalis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","setodes","setodes argentipunctellus"
"animalia","arthropoda",NA,NA,"insecta","odonata","libellulidae","leucorrhinia","leucorrhinia dubia"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","cladopelma","unknown (cladopelma genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","stempellinella","unknown (stempellinella genus)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","arcteonais","arcteonais lomondi"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","dero","unknown (dero genus)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","unknown (naididae family)","unknown (naididae family)"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","pontoporeiidae","monoporeia","monoporeia affinis"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","stempellina","unknown (stempellina genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","heterotanytarsus","unknown (heterotanytarsus genus)"
"animalia","arthropoda",NA,NA,"malacostraca","mysida","mysidae","mysis","mysis relicta"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","heterotanytarsus","heterotanytarsus grimshawi"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","mesocricotopus","mesocricotopus thienemanni"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","lophochaeta","lophochaeta ignota"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","nigrobaetis","nigrobaetis digitatus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydraenidae","hydraena","hydraena pulchella"
"animalia","arthropoda",NA,NA,"insecta","neuroptera","sisyridae","sisyra","sisyra dalii"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","nemouridae","nemoura","nemoura flexuosa"
"animalia","arthropoda",NA,NA,"malacostraca","isopoda","trichoniscidae","trichoniscus","unknown (trichoniscus genus)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","tubificidae","limnodrilus","limnodrilus claparedianus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","constempellina","constempellina brevicosta"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","zalutschia","unknown (zalutschia genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","monodiamesa","unknown (monodiamesa genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","propsilocerus","propsilocerus paradoxus"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","nigrobaetis","unknown (nigrobaetis genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","berosus","berosus luridus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","grammotaulius","unknown (grammotaulius genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","siphlonuridae","siphlonurus","siphlonurus aestivalis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnophilidae","unknown (limnophilidae family)","unknown (limnophilidae family)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","einfeldia","unknown (einfeldia genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","synorthocladius","synorthocladius semivirens"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","paracladius","unknown (paracladius genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","tanypus","unknown (tanypus genus)"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","ripistes","ripistes parasita"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","parakiefferiella","parakiefferiella triquetra"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","heterotrissocladius","heterotrissocladius subpilosus"
